Date time;Volume [mV];Light_Level [Ohms];Temperature-DHT [Celsius];Pressure [Hectopascal];Temperature-BMP [Celsius];Relative_Humidity [%];Air_Quality [Ohms];Carbon_Monoxide [Ohms];Nitrogen_Dioxide [Ohms]
5/1/2017 12:04;1.438.709.677;227.662.234;2.363.500.052;1.034.923.395;22.125;2.063.499.966;5.355.287.663;4.103.135.943;5.414.502.155
5/1/2017 12:09;2.082.258.065;2.205.583.541;2.392.999.983;1.034.978.154;22.6;2.106.999.989;5.214.900.633;4.013.878.931;495.136.695
5/1/2017 12:14;2.111.290.323;2.101.547.676;2.420.999.994;1.035.067.578;22.905;2.145.499.983;507.405.898;3.937.700.124;4.646.258.854
5/1/2017 12:19;2.237.096.774;2.076.045.254;2.438.999.958;1.035.146.953;23.065;2.166.500.025;4.988.875.049;3.906.006.027;4.500.270.287
5/1/2017 12:24;2.148.387.097;2.335.610.153;2.459.000.034;103.529.415;23.22;2.188.499.956;4.864.868.988;3.847.284.588;4.370.308.471
5/1/2017 12:29;1.756.451.613;1.834.887.981;2.449.000.006;1.035.346.899;22.47;2.072.999.992;4.399.319.052;3.789.884.781;5.035.916.269
5/1/2017 12:34;110;1.733.868.089;2.408.500.032;1.035.364.985;22.09;1.928.000.002;5.170.335.708;4.124.365.599;5.893.232.327
5/1/2017 12:39;1.280.645.161;1.664.114.101;2.378.499.975;1.035.441.346;21.905;1.960.999.975;5.327.196.293;4.172.287.797;6.021.642.137
5/1/2017 12:44;9.806.451.613;1.704.357.676;2.370.000.048;1.035.545.339;21.88;2.041.500.034;5.065.585.402;4.101.442.714;5.857.016.427
5/1/2017 12:49;9.548.387.097;1.930.814.673;2.366.500.034;103.559.005;21.99;2.003.000.011;5.206.100.025;4.155.012.335;5.955.284.811
5/1/2017 12:54;9.967.741.935;2.108.779.322;2.367.500.067;1.035.664.904;21.98;1.971.499.977;5.359.460.048;4.206.757.422;6.039.059.349
5/1/2017 12:59;1.091.935.484;1.943.650.501;2.363.500.052;103.568.299;22.02;1.963.000.031;5.061.794.159;4.103.850.987;6.051.247.705
5/1/2017 13:04;120.483.871;2.041.281.013;2.359.500.036;1.035.715.645;21.905;1.982.000.017;444.076.797;3.911.548.619;590.100.074
5/1/2017 13:09;1.064.516.129;1.642.977.085;2.363.500.052;1.035.773.418;22.045;1.983.000.002;44.329.008;3.908.373.695;5.750.465.906
5/1/2017 13:14;9.661.290.323;1.529.943.119;2.382.999.992;1.035.820.642;22.285;1.968.000.021;4.623.691.726;390.452.219;5.433.318.499
5/1/2017 13:19;1.001.612.903;1.348.758.033;2.382.999.935;1.035.848.775;22.265;1.927.999.973;4.935.240.473;3.982.542.282;5.512.037.501
5/1/2017 13:24;1.043.548.387;1.082.405.171;2.378.000.002;1.035.870.879;22.225;1.915.500.031;5.161.282.872;4.040.680.324;5.619.478.574
5/1/2017 13:29;100;948.265.327;2.396.999.989;1.035.926.643;22.395;1.924.999.981;5.191.376.699;4.005.982.354;5.324.988.207
5/1/2017 13:34;1.022.580.645;9.213.495.988;2.397.999.992;1.036.028.626;22.365;1.922.000.008;5.269.152.416;4.055.804.188;5.492.169.866
5/1/2017 13:39;1.079.032.258;9.425.226.492;2.389.999.962;1.036.055.754;22.385;1.912.000.046;5.250.434.156;4.040.004.415;5.579.226.058
5/1/2017 13:44;9.870.967.742;8.105.663.408;2.387.999.954;1.036.069.318;22.31;1.865.000.019;546.804.409;4.129.790.816;582.681.575
5/1/2017 13:49;1.046.774.194;9.425.806.031;2.388.499.956;1.036.109.006;22.365;1.842.999.983;5.627.657.455;4.161.472.677;5.889.216.296
5/1/2017 13:54;9.387.096.774;9.214.178.785;2.401.000.004;1.036.098.959;22.415;1.831.999.941;5.673.490.903;411279.35;5.731.915.222
5/1/2017 13:59;9.887.096.774;8.905.429.342;2.417.500.067;1.036.197.927;22.625;1.820.500.021;5.686.353.008;4.087.787.062;5.554.079.339
5/1/2017 14:04;1.451.612.903;8.266.028.754;2.414.000.053;1.036.241.132;22.61;1.801.000.004;577.944.848;4.157.570.153;5.728.295.643
5/1/2017 14:09;1.085.483.871;7.273.235.649;2.418.000.059;1.036.299.407;22.61;18;5.810.349.619;4.128.895.422;5.730.525.925
5/1/2017 14:14;9.677.419.355;4.207.126.853;2.430.999.928;1.036.261.729;22.685;1.795.499.983;5.808.470.573;4.111.103.859;5.643.080.694
5/1/2017 14:19;1.014.516.129;2.091.997.215;2.458.500.032;103.626.625;23.41;1.778.999.987;5.838.686.041;4.079.721.348;5.491.389.045
5/1/2017 14:24;9.774.193.548;1.609.174.663;2.483.999.949;1.036.336.081;24.095;173.949.996;5.875.792.971;4.059.815.243;5.522.559.518
5/1/2017 14:29;9.467.741.935;1.508.542.561;2.506.000.023;1.036.442.585;24.16;1.728.499.985;5.883.502.363;4.059.758.983;5.501.963.948
5/1/2017 14:34;9.870.967.742;6.303.275.385;2.496.499.987;1.036.589.279;23.54;1.703.000.011;5.963.782.402;4.128.946.344;5.798.642.963
5/1/2017 14:39;105;8.087.278.026;2.475.999.985;1.036.625.953;22.995;173.000.001;5.946.509.126;4.155.008.834;5.925.676.007
5/1/2017 14:44;9.629.032.258;2.333.707.243;251.999.999;1.036.650.067;23.325;1.749.499.998;5.796.316.194;4.095.802.867;5.507.974.414
5/1/2017 14:49;9.661.290.323;4.193.800.321;2.565.000.019;1.036.708.845;24;1.741.499.968;5.730.283.966;4.029.616.663;5.112.361.281
5/1/2017 14:54;9.516.129.032;533.637.167;2.580.499.945;1.036.767.121;24.425;1.752.499.981;5.682.605.879;399.263.376;4.901.853.028
5/1/2017 14:59;9.838.709.677;9.103.259.379;2.575.999.985;1.036.894.725;24.165;1.795.499.983;5.613.079.982;3.978.568.637;4.752.261.674
5/1/2017 15:04;9.709.677.419;6.950.167.578;258.949.996;103.705.649;23.935;1.823.500.023;5.548.294.699;3.966.107.689;4.635.024.794
5/1/2017 15:09;9.112.903.226;4.939.566.799;2.607.000.027;1.037.076.585;24.045;1.845.499.983;5.504.522.366;3.949.836.446;4.529.923.366
5/1/2017 15:15;935.483.871;4.644.063.407;2.637.999.973;1.037.124.814;24.035;1.846.999.989;5.432.083.037;3.914.409.524;4.414.274.343
5/1/2017 15:20;9.322.580.645;4.133.032.088;2.680.999.994;1.037.198.663;24.105;1.848.499.994;5.391.298.197;3.871.746.989;4.315.831.101
5/1/2017 15:25;9.370.967.742;4.415.196.293;2.719.000.015;1.037.285.575;24.695;1.864.500.055;5.336.771.941;382875;4.227.458.553
5/1/2017 15:30;9.403.225.806;6.078.037.162;2.705.000.019;1.037.331.291;24.85;1.874.000.015;5.303.592.029;3.827.256.036;4.192.893.401
5/1/2017 15:35;9.322.580.645;9.208.920.892;2.696.999.989;1.037.387.055;24.735;1.889.500.017;5.277.255.602;3.836.253.036;4.192.893.401
5/1/2017 15:40;9.677.419.355;2.346.062.806;2.676.499.987;1.037.486.526;24.465;1.892.499.981;5.260.906.478;3.841.506.073;4.194.218.119
5/1/2017 15:45;1.535.483.871;208.858.518;2.658.000.031;1.037.551.835;24.27;192.500.001;5.224.362.879;385.835.202;418.776.808
5/1/2017 15:50;1.020.967.742;2.816.152.241;26.5;1.037.649.296;24.18;1.943.999.977;5.188.164.176;3.814.548.272;4.142.001.675
5/1/2017 15:55;9.467.741.935;3.227.636.265;2.648.499.994;1.037.775.393;24.145;1.957.000.027;5.171.387.432;3.788.538.506;4.115.089.515
5/1/2017 16:00;9.112.903.226;378.998.809;2.651.000.004;1.037.862.806;24.19;1.963.500.052;5.149.141.345;376.121.012;4.076.954.337
5/1/2017 16:05;9.790.322.581;4.178.884.124;2.651.000.004;1.037.927.111;24.16;1.971.500.053;5.138.871.726;3.749.445.596;4.055.624.787
5/1/2017 16:10;9.967.741.935;4.769.516.551;2.658.500.032;1.037.995.434;24.16;1.980.499.926;5.114.462.692;3.726.783.429;4.029.527.673
5/1/2017 16:15;9.419.354.839;5.125.957.829;2.655.000.019;1.038.065.264;24.19;1.984.999.943;5.113.682.572;3.718.770.343;4.012.271.735
5/1/2017 16:20;9.419.354.839;6.208.442.662;2.655.000.019;1.038.215.475;24.18;1.991.499.968;5.072.362.333;3.689.799.367;3.981.765.333
5/1/2017 16:25;9.225.806.452;758.318.543;2.660.000.038;1.038.407.886;24.18;1.989.999.962;5.069.241.936;3.694.125.946;3.966.019.417
5/1/2017 16:30;9.322.580.645;9.363.763.593;2.657.500.029;1.038.514.892;24.305;1.995.499.983;5.055.319.149;3.705.701.651;3.964.819.896
5/1/2017 16:35;9.258.064.516;1.195.091.406;2.648.499.994;1.038.560.609;24.4;2.009.500.036;5.055.319.149;3.697.737.624;3.943.228.507
5/1/2017 16:40;9.661.290.323;1.561.391.648;2.645.499.983;1.038.661.587;24.42;2.022.500.038;5.039.151.398;3.691.232.028;3.930.149.108
5/1/2017 16:45;9.516.129.032;2.141.804.967;264.749.999;1.038.759.048;24.485;2.029.999.924;5.023.048.877;3.691.232.028;3.918.269.231
5/1/2017 16:50;9.209.677.419;3.097.777.228;2.656.000.023;1.038.838.926;24.4;2.029.999.924;5.007.024.123;3.682.587.432;3.914.739.372
5/1/2017 16:55;9.758.064.516;5.338.080.877;2.654.500.017;1.038.876.102;24.365;2.035.999.947;4.987.277.371;3.682.584.589;3.895.913.462
5/1/2017 17:00;95;9.735.506.626;2.658.500.032;1.038.875.599;24.205;2.041.999.969;498.047.146;3.683.313.771;389.944.332
5/1/2017 17:05;1.058.064.516;40.197.817;26.5;1.038.873.088;23.92;2.071.999.998;4.963.155.661;3.689.110.118;3.900.653.557
5/1/2017 17:10;1.506.451.613;5.837.405.819;2.626.499.977;103.894.342;24.31;2.117.999.973;4.919.845.049;3.705.026.888;3.893.627.458
5/1/2017 17:15;1.603.225.806;2.575.508.666;2.628.499.994;1.039.032.844;24.15;2.135.999.994;4.858.616.049;3.667.539.577;3.866.833.197
5/1/2017 17:20;1.401.612.903;297.029.438;2.640.499.964;1.039.039.375;24;2.085.499.983;4.840.382.227;365.620.196;3.898.413.027
5/1/2017 17:25;1.043.548.387;3.306.396.552;2.633.999.939;1.039.088.105;23.905;2.044.999.981;487.911.042;3.612.004.838;3.927.784.501
5/1/2017 17:30;1.038.709.677;3.484.279.557;2.630.499.926;1.039.122.769;23.835;2.036.499.958;4.873.245.393;3.606.390.862;3.943.228.507
5/1/2017 17:35;1.029.032.258;3.044.227.338;2.639.999.962;1.039.148.893;23.91;2.016.500.063;4.871.026.949;3.608.469.196;3.954.024.201
5/1/2017 17:40;9.435.483.871;281.247.615;2.633.499.937;1.039.195.112;24.03;2.035.499.973;4.876.901.131;3.585.267.918;392.896.112
5/1/2017 17:45;9.435.483.871;3.688.888.889;2.642.999.973;1.039.180.543;24.125;2.035.999.947;4.858.594.827;3.569.890.677;3.905.326.417
5/1/2017 17:50;935.483.871;3.675.357.143;2.645.999.985;1.039.226.761;24.03;2.030.499.926;4.850.562.955;3.559.423.632;3.894.736.842
5/1/2017 17:55;9.290.322.581;3.684.204.823;2.624.499.989;1.039.293.578;23.59;2.056.499.996;4.855.665.349;3.569.874.357;3.906.503.036
5/1/2017 18:00;9.741.935.484;3.580.634.921;2.629.499.979;1.039.409.124;23.755;205.250.001;4.820.827.794;3.559.423.632;3.902.973.178
5/1/2017 18:05;9.274.193.548;3.560.337.302;2.638.499.956;1.039.440.774;23.6;2.045.999.985;4.791.297.904;3.542.758.143;3.894.736.842
5/1/2017 18:10;95;3.567.103.175;2.641.999.969;103.939.757;23.645;2.048.499.994;4.764.882.054;352.755.378;3.883.082.707
5/1/2017 18:15;9.177.419.355;3.515.775.862;2.635.499.945;1.039.377.977;23.6;2.055.000.019;4.750.679.579;3.523.409.585;3.871.428.571
5/1/2017 18:20;9.693.548.387;3.409.948.276;2.626.499.977;1.039.465.391;23.835;2.072.000.027;4.773.418.049;3.542.755.446;3.892.406.015
5/1/2017 18:25;9.161.290.323;3.398.609.606;2.629.999.924;1.039.567.876;24.045;2.068.500.042;4.764.876.257;3.538.600.529;3.873.759.399
5/1/2017 18:30;9.032.258.065;3.434.305.419;2.632.999.935;1.039.624.142;23.965;2.066.500.034;4.758.480.796;3.534.453.654;3.872.593.985
5/1/2017 18:35;9.806.451.613;3.465.381.773;2.633.999.939;1.039.684.427;23.735;2.058.500.032;4.745.718.858;3.524.097.173;3.858.730.535
5/1/2017 18:40;9.903.225.806;3.434.725.369;2.638.499.956;1.039.810.022;23.825;2.061.500.044;4.740.069.627;3.515.158.507;3.848.341.232
5/1/2017 18:45;9.822.580.645;3.427.586.207;2.646.999.989;1.039.885.378;23.985;207.249.999;4.700.138.211;3.476.232.353;3.821.015.746
5/1/2017 18:50;9.693.548.387;3.427.586.207;2.648.999.996;1.039.979.323;23.92;2.083.999.939;465.427.828;3.443.708.647;3.780.373.832
5/1/2017 18:55;1.074.193.548;3.427.586.207;2.646.499.987;1.040.086.832;23.905;2.084.499.941;4.647.389.558;3.434.371.701;3.782.639.164
5/1/2017 19:00;1.425.806.452;3.427.586.207;263.949.996;1.040.127.022;23.83;2.088.499.956;4.658.411.513;3.457.373.095;3.791.637.712
5/1/2017 19:05;9.677.419.355;3.427.586.207;2.637.999.954;1.040.153.648;23.88;2.090.999.966;4.663.241.952;344.911.234;3.785.984.599
5/1/2017 19:10;9.629.032.258;3.345.275.862;2.645.999.985;1.040.209.412;24.185;2.082.999.935;4.672.255.791;3.464.667.127;3.805.082.381
5/1/2017 19:15;9.258.064.516;3.339.396.552;26.5;1.040.261.157;24.305;2.079.499.931;468.890.857;3.476.885.905;3.818.675.259
5/1/2017 19:20;9.306.451.613;3.351.155.172;2.651.500.006;1.040.287.783;24.26;20.75;4.680.566.768;3.472.120.244;381.074.608
5/1/2017 19:25;9.887.096.774;3.345.275.862;2.658.000.031;1.040.394.789;24.295;2.078.000.002;4.656.436.079;3.448.515.098;3.799.471.614
5/1/2017 19:30;9.338.709.677;3.351.155.172;2.655.500.021;1.040.503.303;24.32;2.103.000.011;4.542.598.513;3.367.795.505;3.741.648.671
5/1/2017 19:35;9.435.483.871;331000;2.657.000.027;1.040.554.043;24.35;2.127.499.962;4.468.004.431;333.039.076;3.706.716.907
5/1/2017 19:40;9.903.225.806;331000;2.660.000.038;1.040.567.607;24.34;2.129.999.924;4.441.353.979;3.319.963.701;3.690.537.532
5/1/2017 19:45;9.516.129.032;331.587.931;2.659.500.036;104.057.665;24.285;2.134.499.941;4.444.594.618;3.324.524.145;3.681.946.714
5/1/2017 19:50;9.483.870.968;1.863.734.957;2.653.500.013;1.040.611.314;24.19;2.157.999.954;4.413.739.568;3.322.578.404;3.659.564.402
5/1/2017 19:55;964.516.129;3.072.740.284;2.659.000.034;1.040.644.471;24.48;217.250.001;4.387.477.981;3.329.074.806;3.654.246.575
5/1/2017 20:00;1.035.483.871;2.981.618.172;2.661.000.042;1.040.674.111;24.515;2.178.499.985;4.347.008.059;3.299.231.605;3.632.143.818
5/1/2017 20:05;9.370.967.742;303875;2.658.000.031;1.040.619.854;24.72;2.200.500.002;431.883.696;3.305.039.737;3.608.108.108
5/1/2017 20:10;9.612.903.226;302.421.875;2.670.000.076;1.040.592.726;24.59;2.184.499.941;4.328.204.913;3.311.521.531;3.616.448.575
5/1/2017 20:15;1.053.225.806;306.296.875;2.666.500.063;1.040.565.598;24.62;2.176.999.969;4.340.717.085;3.318.667.342;3.630.011.312
5/1/2017 20:20;9.612.903.226;300968.75;2.669.500.074;104.062.739;24.545;2.169.000.072;4.350.142.674;3.323.215.584;3.631.063.348
5/1/2017 20:25;9.758.064.516;2.990.882.353;2.661.500.044;1.040.571.124;24.535;2.162.000.046;4.357.062.971;332.061.065;36500
5/1/2017 20:30;9.241.935.484;2.963.529.412;2.647.999.992;1.040.570.621;24.62;2.167.500.019;4.347.622.915;3.321.264.938;36500
5/1/2017 20:35;1.511.290.323;2.972.647.059;2.653.000.011;1.040.620.859;24.275;2.165.000.029;4.342.600.274;3.328.622.341;3.644.787.857
5/1/2017 20:40;9.403.225.806;3.092.628.676;265.250.001;1.040.677.628;24.07;2.160.000.038;4.345.105.566;3.291.472.855;3.628.959.276
5/1/2017 20:45;9.548.387.097;309687.5;2.655.000.019;1.040.761.525;24.05;2.158.000.031;4.352.657.611;329.340.649;3.628.959.276
5/1/2017 20:50;1.012.903.226;309.234.375;2.659.500.036;1.040.878.076;24.075;2.150.500.002;4.365.905.217;3.298.572.522;3.628.959.276
5/1/2017 20:55;1.014.516.129;309687.5;2.659.000.034;1.041.008.192;24.08;2.148.999.996;4.367.168.742;3.297.925.559;3.628.959.276
5/1/2017 21:00;9.629.032.258;308718.75;2.660.000.038;1.041.128.763;24.03;2.139.999.962;4.372.864.359;3.308.926.381;3.648.947.964
5/1/2017 21:05;9.741.935.484;308718.75;2.653.500.013;1.041.255.362;23.96;2.142.999.973;4.372.230.157;3.301.807.352;3.645.791.855
5/1/2017 21:10;914.516.129;309687.5;26.5;1.041.283.495;23.84;2.142.999.973;4.382.377.382;3.306.333.664;36500
5/1/2017 21:15;9.612.903.226;309687.5;2.648.999.996;1.041.371.411;24.01;2.147.999.992;4.381.108.979;330568.67;36500
5/1/2017 21:20;9.274.193.548;306781.25;2.652.000.008;1.041.378.947;24.05;2.143.499.975;4.386.194.857;3.303.098.847;36500
5/1/2017 21:25;9.741.935.484;306781.25;2.652.000.008;1.041.401.554;24.08;213.949.996;4.382.377.382;3.296.638.888;3.648.947.964
5/1/2017 21:30;9.112.903.226;307750;2.654.500.017;1.041.492.987;24.02;2.137.499.952;4.384.921.548;3.297.283.432;3.648.947.964
5/1/2017 21:35;9.370.967.742;305812.5;2.655.500.021;1.041.512.077;24.05;213.949.996;4.386.194.857;3.286.961.042;3.644.739.819
5/1/2017 21:40;9.596.774.194;306.296.875;26.5;1.041.550.258;24.105;2.137.999.954;4.394.473.839;3.290.188.589;364.158.371
5/1/2017 21:45;9.403.225.806;303875;2.652.000.008;1.041.644.705;24.105;2.137.999.954;4.390.651.442;3.280.532.429;3.632.115.385
5/1/2017 21:50;9.419.354.839;311843.75;2.651.000.004;1.041.631.643;24.095;2.131.499.949;4.409.171.218;3.292.761.945;36500
5/1/2017 21:55;9.725.806.452;310718.75;2.649.499.998;1.041.659.776;24.05;2.132.499.933;4.409.822.737;3.296.641.293;3.646.843.891
5/1/2017 22:00;9.419.354.839;310.234.375;2.642.499.971;1.041.666.307;24.11;2.149.499.998;4.362.756.135;3.273.464.081;3.628.959.276
5/1/2017 22:05;9.451.612.903;307750;2.643.999.977;1.041.673.842;24.24;2.154.500.017;4.341.346.423;3.266.422.055;3.625.831.601
5/1/2017 22:10;1.427.419.355;301937.5;2.642.999.973;1.041.714.535;24.445;2.152.000.008;4.364.017.206;3.311.719.663;3.654.343.181
5/1/2017 22:15;1.037.096.774;300000;2.639.999.962;1.041.743.171;24.535;2.141.999.969;4.379.840.576;3.308.936.096;366.380.137
5/1/2017 22:20;9.403.225.806;2.995.441.176;2.648.499.994;1.041.748.697;24.44;2.137.999.954;4.390.651.442;331.541.304;3.671.232.877
5/1/2017 22:25;9.403.225.806;300000;2.645.999.985;104.186.977;24.455;2.131.499.939;4.398.303.639;332.321.557;368.087.533
5/1/2017 22:30;9.419.354.839;2.990.882.353;2.644.499.979;1.041.964.217;24.455;2.133.499.956;4.409.812.823;3.330.378.489;369.266.055
5/1/2017 22:35;935.483.871;2.963.529.412;2.647.999.992;104.199.235;24.58;2.126.499.987;4.415.584.782;3.332.334.013;369.266.055
5/1/2017 22:40;914.516.129;2.963.529.412;26.5;1.041.992.852;24.505;2.124.000.015;4.422.654.915;3.336.901.823;3.695.904.325
5/1/2017 22:45;9.919.354.839;2.995.574.142;2.648.499.994;1.042.024.502;24.53;2.122.000.046;4.420.080.993;3.336.906.742;3.696.995.458
5/1/2017 22:50;9.193.548.387;302.421.875;2.639.999.962;1.041.988.833;24.555;2.178.499.985;4.358.362.873;3.334.948.758;3.641.612.533
5/1/2017 22:55;9.467.741.935;302906.25;2.642.999.973;1.041.987.828;24.49;2.203.000.011;4.298.992.105;3.318.660.018;3.608.117.458
5/1/2017 23:00;9.258.064.516;301937.5;2.646.499.987;1.041.926.036;24.53;221.050.004;4.265.073.529;3.310.217.876;3.587.443.946
5/1/2017 23:05;9.403.225.806;301.453.125;2.643.499.975;1.041.942.614;24.48;2.218.000.059;4.257.112.476;3.310.220.308;3.587.443.946
5/1/2017 23:10;9.725.806.452;300000;2.639.999.962;1.041.936.586;24.52;2.225.999.985;4.247.956.049;3.316.062.436;3.587.443.946
5/1/2017 23:15;9.177.419.355;309812.5;2.638.499.956;1.042.022.995;24.385;2.226.499.977;4.243.084.139;3.306.333.664;3.580.276.065
5/1/2017 23:20;9.548.387.097;321100;2.635.499.945;1.042.130.001;24.4;2.228.499.956;4.240.045.804;3.305.689.119;3.584.371.997
5/1/2017 23:25;9.274.193.548;329900;2.632.499.933;1.042.200.334;23.74;2.237.499.952;4.232.149.342;329.340.649;3.566.964.286
5/1/2017 23:30;9.516.129.032;322750;2.626.999.969;1.042.190.789;24.135;2.242.999.973;4.237.613.305;3.298.572.522;3.581.300.048
5/1/2017 23:35;9.758.064.516;323300;2.628.999.939;1.042.181.746;24.015;2.240.499.964;4.233.964.555;329211.74;3.569.012.252
5/1/2017 23:40;9.274.193.548;321650;2.625.499.983;1.042.183.756;23.995;225.250.001;4.221.251.128;3.279.914.353;3.559.887.425
5/1/2017 23:45;1.311.290.323;324400;2.640.499.964;1.042.227.965;23.98;2.233.499.937;4.219.431.347;3.290.956.797;3.556.851.884
5/1/2017 23:50;1.169.354.839;323850;264.749.999;1.042.245.548;24.06;2.229.999.924;4.217.620.676;3.255.584.522;3.543.657.949
5/1/2017 23:55;9.306.451.613;331000;26.5;1.042.292.269;24.14;2.223.000.031;4.221.845.574;3.242.820.235;3.537.613.569
6/1/2017 0:00;8.967.741.935;331000;2.651.500.006;1.042.339.995;24.055;2.217.000.055;4.227.903.919;3.232.020.408;3.526.548.673
6/1/2017 0:05;914.516.129;321100;26.5;1.042.396.261;24;2.220.000.076;4.236.394.764;3.227.591.837;3.526.548.673
6/1/2017 0:10;9.709.677.419;7.257.748.016;2.647.999.992;1.042.447.504;24.025;2.224.500.027;4.232.784.888;3.231.390.107;3.519.569.413
6/1/2017 0:15;9.064.516.129;10220000;26.5;1.042.544.463;24.135;22.275;4.220.044.014;3.230.755.102;350.660.793
6/1/2017 0:20;964.516.129;10220000;26.5;1.042.490.708;24.12;2.203.500.013;424.674.671;3.224.428.571;3.523.557.561
6/1/2017 0:25;9.322.580.645;10220000;2.648.499.994;1.042.452.528;24.06;2.195.499.983;4.265.075.859;3.219.369.686;3.526.548.673
6/1/2017 0:30;9.403.225.806;10220000;2.644.499.979;1.042.471.618;24.085;2.185.999.947;4.281.666.613;3.222.530.612;3.527.554.572
6/1/2017 0:35;9.338.709.677;10220000;2.639.999.962;104.251.633;24.09;2.179.999.924;4.298.956.743;3.226.326.531;3.541.637.168
6/1/2017 0:40;9.080.645.161;10220000;2.639.999.962;1.042.488.197;24.055;21.75;4.310.744.311;3.225.693.878;3.544.654.867
6/1/2017 0:45;9.677.419.355;10220000;2.635.999.947;1.042.454.035;24.015;2.177.999.954;4.323.199.124;3.232.653.061;3.546.666.667
6/1/2017 0:50;9.693.548.387;10220000;2.631.999.931;1.042.531.903;23.98;2.171.500.053;4.338.209.382;3.235.830.438;3.546.666.667
6/1/2017 0:55;914.516.129;10220000;2.632.999.935;104.256.506;23.975;2.170.000.076;4.346.993.577;324.726.527;3.561.889.881
6/1/2017 1:00;9.596.774.194;10220000;2.630.999.928;104.252.487;24.005;2.164.500.055;4.361.482.881;3.257.470.323;3.566.964.286
6/1/2017 1:05;935.483.871;10220000;2.629.999.924;1.042.624.341;24.03;2.161.000.042;4.367.800.504;3.261.943.818;3.566.964.286
6/1/2017 1:10;9.096.774.194;10220000;2.629.999.924;1.042.634.388;24.045;2.165.000.057;4.379.840.576;3.277.966.261;3.572.084.201
6/1/2017 1:15;9.467.741.935;10220000;2.629.999.924;1.042.658;24.02;2.160.000.038;4.383.648.238;3.278.608.401;3.577.204.116
6/1/2017 1:20;9.161.290.323;10220000;2.629.999.924;1.042.664.531;23.975;2.160.000.038;4.383.011.583;3.267.061.816;3.566.964.286
6/1/2017 1:25;1.503.225.806;10220000;2.629.999.924;1.042.630.872;23.99;2.156.500.025;4.393.198.061;3.301.958.099;3.589.547.263
6/1/2017 1:30;9.596.774.194;10220000;2.628.499.947;1.042.603.241;24.02;2.154.500.017;4.400.857.661;3.268.338.921;3.566.964.286
6/1/2017 1:35;9.532.258.065;10220000;2.623.500.023;1.042.643.934;23.955;2.151.000.004;4.407.248.887;3.267.701.565;3.567.988.269
6/1/2017 1:40;9.419.354.839;10220000;2.623.000.031;1.042.706.228;23.945;2.150.500.002;4.408.527.132;3.268.338.921;3.566.964.286
6/1/2017 1:45;9.451.612.903;10220000;2.620.000.076;1.042.787.614;24.035;2.151.000.004;4.412.376.759;3.258.102.937;3.566.964.286
6/1/2017 1:50;9.870.967.742;10220000;2.620.000.076;1.042.839.358;24.17;2.152.000.008;4.417.509.596;3.257.465.567;3.566.964.286
6/1/2017 1:55;95;10220000;2.619.500.074;1.042.907.179;24.135;21.5;4.425.867.931;3.258.742.685;3.566.964.286
6/1/2017 2:00;9.129.032.258;10220000;2.620.000.076;1.042.896.629;24.145;2.144.999.981;4.425.867.931;3.259.380.055;3.566.964.286
6/1/2017 2:05;9.548.387.097;10220000;2.617.000.065;1.042.958.422;24.125;2.145.499.983;4.432.953.043;3.260.019.803;3.566.964.286
6/1/2017 2:10;9.258.064.516;10220000;2.611.500.044;1.042.955.408;24.2;2.146.499.987;4.434.241.245;3.263.218.544;3.566.964.286
6/1/2017 2:15;9.612.903.226;10220000;261.050.004;1.042.981.029;24.215;2.144.999.981;4.432.955.554;3.259.384.812;3.566.964.286
6/1/2017 2:20;8.951.612.903;10220000;2.609.000.034;1.043.058.897;24.23;2.148.499.994;4.441.353.979;326129.93;3.566.964.286
6/1/2017 2:25;9.580.645.161;10220000;2.608.500.032;1.043.153.344;24.135;2.146.999.989;4.447.173.489;3.270.895.522;3.566.964.286
6/1/2017 2:30;9.435.483.871;10220000;2.605.000.019;1.043.129.733;24.095;214.749.999;4.447.173.489;3.268.976.278;3.566.964.286
6/1/2017 2:35;9.532.258.065;10220000;2.603.000.011;1.043.116.671;24.17;2.147.999.992;4.450.419.179;3.273.464.081;357.515.615
6/1/2017 2:40;9.806.451.613;10220000;260.250.001;1.043.084.519;24.16;2.141.499.968;445.366.487;3.273.464.081;3.580.276.065
6/1/2017 2:45;9.435.483.871;10220000;26;1.043.189.516;24.145;2.142.499.971;4.459.507.112;3.271.537.662;3.586.419.963
6/1/2017 2:50;9.596.774.194;10220000;2.595.999.985;104.322.217;24.1;2.135.500.021;4.462.111.286;3.279.890.289;3.587.443.946
6/1/2017 2:55;9.580.645.161;10220000;26;1.043.145.306;24.095;2.139.999.962;4.462.111.286;3.279.885.479;3.587.443.946
6/1/2017 3:00;1.533.870.968;10220000;2.596.999.989;1.043.139.278;24.11;2.130.999.985;4.469.279.752;3.312.344.332;3.605.073.936
6/1/2017 3:05;1.014.516.129;10220000;2.591.999.969;1.043.116.168;24.1;2.121.000.042;4.473.189.824;3.285.027.407;3.595.709.611
6/1/2017 3:10;9.451.612.903;10220000;2.589.999.962;1.042.982.536;24.02;2.109.000.034;4.476.460.995;3.286.961.042;3.602.942.068
6/1/2017 3:15;9.483.870.968;10220000;2.592.499.971;1.042.940.839;24.01;2.107.499.981;4.483.657.573;3.285.027.407;36.070.749
6/1/2017 3:20;9.532.258.065;10220000;2.589.999.962;1.042.905.672;24.015;2.103.000.011;4.485.620.276;329.082.831;3.608.108.108
